GLAccountKey, FileImportLogKey, ImportDateTime, GLACCOUNT, COMPANYCODE, CHARTOFACCOUNTS, GLACCOUNTGROUP, CORPORATEGROUPACCOUNT, ACCOUNTISBLOCKEDFORPOSTING, ACCOUNTISBLOCKEDFORPLANNING, ACCOUNTISBLOCKEDFORCREATION, ISBALANCESHEETACCOUNT, ACCOUNTISMARKEDFORDELETION, PARTNERCOMPANY, FUNCTIONALAREA, CREATIONDATE, SAMPLEGLACCOUNT, ISPROFITLOSSACCOUNT, CREATEDBYUSER, PROFITLOSSACCOUNTTYPE, RECONCILIATIONACCOUNTTYPE, LINEITEMDISPLAYISENABLED, ISOPENITEMMANAGED, ALTERNATIVEGLACCOUNT, ACCTGDOCITMDISPLAYSEQUENCERULE, GLACCOUNTEXTERNAL, COUNTRYCHARTOFACCOUNTS, AUTHORIZATIONGROUP, TAXCATEGORY, ISAUTOMATICALLYPOSTED
354791431,38577,2026-03-26 20:35:33.143,0001810188,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810188   ",NULL,NULL,"* ",NULL
354791432,38577,2026-03-26 20:35:33.143,0002112195,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112195   ",NULL,NULL,"* ",NULL
354791433,38577,2026-03-26 20:35:33.143,0002011539,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011539   ",NULL,NULL,"* ",NULL
354791434,38577,2026-03-26 20:35:33.143,0002012811,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012811   ",NULL,NULL,"* ",NULL
354791435,38577,2026-03-26 20:35:33.143,0001005113,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005113   ",NULL,NULL,"* ",NULL
354791436,38577,2026-03-26 20:35:33.143,0001301604,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301604   ",NULL,NULL,"* ",NULL
354791437,38577,2026-03-26 20:35:33.143,0001810189,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810189   ",NULL,NULL,"* ",NULL
354791438,38577,2026-03-26 20:35:33.143,0002112196,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112196   ",NULL,NULL,"* ",NULL
354791439,38577,2026-03-26 20:35:33.143,0003200005,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200005   ",NULL,NULL,"* ",NULL
354791440,38577,2026-03-26 20:35:33.143,0002610025,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610025   ",NULL,NULL,"* ",NULL
354791441,38577,2026-03-26 20:35:33.143,0002011540,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011540   ",NULL,NULL,"* ",NULL
354791442,38577,2026-03-26 20:35:33.143,0002012812,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012812   ",NULL,NULL,"* ",NULL
354791443,38577,2026-03-26 20:35:33.143,0002112197,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112197   ",NULL,NULL,"* ",NULL
354791444,38577,2026-03-26 20:35:33.143,0001005114,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005114   ",NULL,NULL,"* ",NULL
354791445,38577,2026-03-26 20:35:33.143,0002011541,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011541   ",NULL,NULL,"* ",NULL
354791446,38577,2026-03-26 20:35:33.143,0001301605,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301605   ",NULL,NULL,"* ",NULL
354791447,38577,2026-03-26 20:35:33.143,0002610026,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610026   ",NULL,NULL,"* ",NULL
354791448,38577,2026-03-26 20:35:33.143,0003200006,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200006   ",NULL,NULL,"* ",NULL
354791449,38577,2026-03-26 20:35:33.143,0002010314,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010314   ",NULL,NULL,"* ",NULL
354791450,38577,2026-03-26 20:35:33.143,0002012813,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012813   ",NULL,NULL,"* ",NULL
354791451,38577,2026-03-26 20:35:33.143,0001810190,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810190   ",NULL,NULL,"* ",NULL
354791452,38577,2026-03-26 20:35:33.143,0002112198,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112198   ",NULL,NULL,"* ",NULL
354791453,38577,2026-03-26 20:35:33.143,0001005115,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005115   ",NULL,NULL,"* ",NULL
354791454,38577,2026-03-26 20:35:33.143,0001301606,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301606   ",NULL,NULL,"* ",NULL
354791455,38577,2026-03-26 20:35:33.143,0002011542,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011542   ",NULL,NULL,"* ",NULL
354791456,38577,2026-03-26 20:35:33.143,0002012814,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012814   ",NULL,NULL,"* ",NULL
354791457,38577,2026-03-26 20:35:33.143,0001810191,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810191   ",NULL,NULL,"* ",NULL
354791458,38577,2026-03-26 20:35:33.143,0002112199,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112199   ",NULL,NULL,"* ",NULL
354791459,38577,2026-03-26 20:35:33.143,0003200007,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200007   ",NULL,NULL,"* ",NULL
354791460,38577,2026-03-26 20:35:33.143,0002010315,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010315   ",NULL,NULL,"* ",NULL
354791461,38577,2026-03-26 20:35:33.143,0001005116,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005116   ",NULL,NULL,"* ",NULL
354791462,38577,2026-03-26 20:35:33.143,0002610027,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610027   ",NULL,NULL,"* ",NULL
354791463,38577,2026-03-26 20:35:33.143,0002011543,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011543   ",NULL,NULL,"* ",NULL
354791464,38577,2026-03-26 20:35:33.143,0002012815,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012815   ",NULL,NULL,"* ",NULL
354791465,38577,2026-03-26 20:35:33.143,0001301607,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301607   ",NULL,NULL,"* ",NULL
354791466,38577,2026-03-26 20:35:33.143,0001810192,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810192   ",NULL,NULL,"* ",NULL
354791467,38577,2026-03-26 20:35:33.143,0002112200,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112200   ",NULL,NULL,"* ",NULL
354791468,38577,2026-03-26 20:35:33.143,0001005117,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005117   ",NULL,NULL,"* ",NULL
354791469,38577,2026-03-26 20:35:33.143,0002012816,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012816   ",NULL,NULL,"* ",NULL
354791470,38577,2026-03-26 20:35:33.143,0002112201,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112201   ",NULL,NULL,"* ",NULL
354791471,38577,2026-03-26 20:35:33.143,0002011544,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011544   ",NULL,NULL,"* ",NULL
354791472,38577,2026-03-26 20:35:33.143,0002610028,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610028   ",NULL,NULL,"* ",NULL
354791473,38577,2026-03-26 20:35:33.143,0001810193,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810193   ",NULL,NULL,"* ",NULL
354791474,38577,2026-03-26 20:35:33.143,0003200008,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200008   ",NULL,NULL,"* ",NULL
354791475,38577,2026-03-26 20:35:33.143,0002010316,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010316   ",NULL,NULL,"* ",NULL
354791476,38577,2026-03-26 20:35:33.143,0001005118,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005118   ",NULL,NULL,"* ",NULL
354791477,38577,2026-03-26 20:35:33.143,0001301608,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301608   ",NULL,NULL,"* ",NULL
354791478,38577,2026-03-26 20:35:33.143,0002011545,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011545   ",NULL,NULL,"* ",NULL
354791479,38577,2026-03-26 20:35:33.143,0002112202,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112202   ",NULL,NULL,"* ",NULL
354791480,38577,2026-03-26 20:35:33.143,0001810194,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810194   ",NULL,NULL,"* ",NULL
354791481,38577,2026-03-26 20:35:33.143,0003200009,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200009   ",NULL,NULL,"* ",NULL
354791482,38577,2026-03-26 20:35:33.143,0002012817,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012817   ",NULL,NULL,"* ",NULL
354791483,38577,2026-03-26 20:35:33.143,0002010317,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010317   ",NULL,NULL,"* ",NULL
354791484,38577,2026-03-26 20:35:33.143,0002610029,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610029   ",NULL,NULL,"* ",NULL
354791485,38577,2026-03-26 20:35:33.143,0001005119,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005119   ",NULL,NULL,"* ",NULL
354791486,38577,2026-03-26 20:35:33.143,0001301609,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301609   ",NULL,NULL,"* ",NULL
354791487,38577,2026-03-26 20:35:33.143,0001810195,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1810195   ",NULL,NULL,"* ",NULL
354791488,38577,2026-03-26 20:35:33.143,0002011546,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011546   ",NULL,NULL,"* ",NULL
354791489,38577,2026-03-26 20:35:33.143,0002012818,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012818   ",NULL,NULL,"* ",NULL
354791490,38577,2026-03-26 20:35:33.143,0002112203,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112203   ",NULL,NULL,"* ",NULL
354791491,38577,2026-03-26 20:35:33.143,0002610030,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610030   ",NULL,NULL,"* ",NULL
354791492,38577,2026-03-26 20:35:33.143,0002010318,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010318   ",NULL,NULL,"* ",NULL
354791493,38577,2026-03-26 20:35:33.143,0003200010,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200010   ",NULL,NULL,"* ",NULL
354791494,38577,2026-03-26 20:35:33.143,0001005120,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005120   ",NULL,NULL,"* ",NULL
354791495,38577,2026-03-26 20:35:33.143,0002011547,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011547   ",NULL,NULL,"* ",NULL
354791496,38577,2026-03-26 20:35:33.143,0002112204,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112204   ",NULL,NULL,"* ",NULL
354791497,38577,2026-03-26 20:35:33.143,0002012819,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012819   ",NULL,NULL,"* ",NULL
354791498,38577,2026-03-26 20:35:33.143,0001301610,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301610   ",NULL,NULL,"* ",NULL
354791499,38577,2026-03-26 20:35:33.143,0002610031,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610031   ",NULL,NULL,"* ",NULL
354791500,38577,2026-03-26 20:35:33.143,0003200011,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200011   ",NULL,NULL,"* ",NULL
354791501,38577,2026-03-26 20:35:33.143,0002010319,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010319   ",NULL,NULL,"* ",NULL
354791502,38577,2026-03-26 20:35:33.143,0002112205,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112205   ",NULL,NULL,"* ",NULL
354791503,38577,2026-03-26 20:35:33.143,0002011548,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011548   ",NULL,NULL,"* ",NULL
354791504,38577,2026-03-26 20:35:33.143,0001005121,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005121   ",NULL,NULL,"* ",NULL
354791505,38577,2026-03-26 20:35:33.143,0002012820,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012820   ",NULL,NULL,"* ",NULL
354791506,38577,2026-03-26 20:35:33.143,0001301611,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301611   ",NULL,NULL,"* ",NULL
354791507,38577,2026-03-26 20:35:33.143,0002011549,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011549   ",NULL,NULL,"* ",NULL
354791508,38577,2026-03-26 20:35:33.143,0002610032,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610032   ",NULL,NULL,"* ",NULL
354791509,38577,2026-03-26 20:35:33.143,0001005122,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005122   ",NULL,NULL,"* ",NULL
354791510,38577,2026-03-26 20:35:33.143,0003200012,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3200012   ",NULL,NULL,"* ",NULL
354791511,38577,2026-03-26 20:35:33.143,0002010320,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010320   ",NULL,NULL,"* ",NULL
354791512,38577,2026-03-26 20:35:33.143,0002112206,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112206   ",NULL,NULL,"* ",NULL
354791513,38577,2026-03-26 20:35:33.143,0002011550,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011550   ",NULL,NULL,"* ",NULL
354791514,38577,2026-03-26 20:35:33.143,0002012821,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2012821   ",NULL,NULL,"* ",NULL
354791515,38577,2026-03-26 20:35:33.143,0001005123,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1005123   ",NULL,NULL,"* ",NULL
354791516,38577,2026-03-26 20:35:33.143,0001301612,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301612   ",NULL,NULL,"* ",NULL
354791517,38577,2026-03-26 20:35:33.143,0002610033,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2610033   ",NULL,NULL,"* ",NULL
354791518,38577,2026-03-26 20:35:33.143,0002010321,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2010321   ",NULL,NULL,"* ",NULL
354791519,38577,2026-03-26 20:35:33.143,0003300001,CO_1014,CIBO,3000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"3300001   ",NULL,NULL,"* ",NULL
354791520,38577,2026-03-26 20:35:33.143,0002112207,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112207   ",NULL,NULL,"* ",NULL
354791521,38577,2026-03-26 20:35:33.143,0002011551,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011551   ",NULL,NULL,"* ",NULL
354791522,38577,2026-03-26 20:35:33.143,0002013001,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2013001   ",NULL,NULL,"* ",NULL
354791523,38577,2026-03-26 20:35:33.143,0001301613,CO_1014,CIBO,1000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"1301613   ",NULL,NULL,"* ",NULL
354791524,38577,2026-03-26 20:35:33.143,0002112208,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2112208   ",NULL,NULL,"* ",NULL
354791525,38577,2026-03-26 20:35:33.143,0002011552,CO_1014,CIBO,2000,NULL,NULL,NULL,NULL,X,NULL,NULL,NULL,20241002,NULL,NULL,"WSIL_ADMIN  ",NULL,NULL,X,NULL,NULL,NULL,"2011552   ",NULL,NULL,"* ",NULL
